REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;CANT;INT;RPIC;CL_PELEM;CL_PGE;EP;SECT;NB_EQUIP
32;59;59153;59153_0103;2018;C104;0;X;0;0;X;1;PU;1
32;59;59153;59153_0104;2018;C104;0;X;0;0;X;1;PU;2
32;59;59153;59153_0104;2018;C104;1;X;0;1;X;0;PR;1
32;59;59153;59153_0103;2018;C201;1;0;X;X;X;1;PU;1
32;59;59153;59153_0103;2018;C301;1;0;X;X;0;0;PU;1
32;59;59153;59153_0103;2018;C601;X;X;X;X;X;X;PU;1
32;59;59155;59155_0101;2018;C101;1;X;0;X;X;0;PU;1
32;59;59155;59155_0203;2018;C101;1;X;0;X;X;0;PU;1
32;59;59155;59155_0301;2018;C101;1;X;0;X;X;0;PU;2
32;59;59155;59155_0302;2018;C101;1;X;0;X;X;0;PU;1
32;59;59155;59155_0401;2018;C101;0;X;0;X;X;0;PU;1
32;59;59155;59155_0401;2018;C101;1;X;0;X;X;1;PU;1
32;59;59155;59155_0501;2018;C101;1;X;0;X;X;0;PU;1
32;59;59155;59155_0101;2018;C104;1;X;0;0;X;0;PU;1
32;59;59155;59155_0101;2018;C104;1;X;0;1;X;0;PR;1
32;59;59155;59155_0202;2018;C104;1;X;0;1;X;0;PR;1
32;59;59155;59155_0203;2018;C104;1;X;0;0;X;0;PU;1
32;59;59155;59155_0301;2018;C104;1;X;0;0;X;0;PU;1
32;59;59155;59155_0302;2018;C104;1;X;0;0;X;0;PU;1
32;59;59155;59155_0401;2018;C104;1;X;0;0;X;0;PU;1
32;59;59155;59155_0401;2018;C104;1;X;0;0;X;1;PU;1
32;59;59155;59155_0501;2018;C104;1;X;0;0;X;0;PU;1
32;59;59155;59155_0101;2018;C201;1;0;X;X;X;0;PU;1
32;59;59155;59155_0202;2018;C201;1;0;X;X;X;0;PR;1
32;59;59155;59155_0301;2018;C201;1;0;X;X;X;0;PU;1
32;59;59155;59155_0401;2018;C201;0;0;X;X;X;1;PU;1
32;59;59155;59155_0501;2018;C302;1;1;X;X;0;0;PU;1
32;59;59156;59156;2018;C101;1;X;0;X;X;0;PU;1
32;59;59156;59156;2018;C104;1;X;0;0;X;0;PU;1
32;59;59157;59157;2018;C101;1;X;0;X;X;0;PU;1
32;59;59157;59157;2018;C104;1;X;0;0;X;0;PU;1
32;59;59157;59157;2018;C201;1;0;X;X;X;0;PU;1
32;59;59158;59158;2018;C104;1;X;0;1;X;0;PR;1
32;59;59158;59158;2018;C104;1;X;0;1;X;0;PU;1
32;59;59159;59159;2018;C104;0;X;0;1;X;0;PU;1
32;59;59160;59160;2018;C101;0;X;0;X;X;1;PU;2
32;59;59160;59160;2018;C104;0;X;0;0;X;1;PU;1
32;59;59160;59160;2018;C104;1;X;0;0;X;1;PU;1
32;59;59161;59161;2018;C104;0;X;0;1;X;0;PU;1
32;59;59162;59162;2018;C104;1;X;0;1;X;0;PU;1
32;59;59162;59162;2018;C201;1;0;X;X;X;0;PU;1
32;59;59163;59163_0101;2018;C101;1;X;0;X;X;0;PU;1
32;59;59163;59163_0102;2018;C101;1;X;0;X;X;0;PU;1
32;59;59163;59163_0104;2018;C101;1;X;0;X;X;0;PU;1
32;59;59163;59163_0201;2018;C101;1;X;0;X;X;0;PU;1
32;59;59163;59163_0203;2018;C101;1;X;0;X;X;0;PR;1
32;59;59163;59163_0301;2018;C101;1;X;0;X;X;0;PU;1
32;59;59163;59163_0101;2018;C104;1;X;0;0;X;0;PU;1
32;59;59163;59163_0102;2018;C104;1;X;0;0;X;0;PU;1
32;59;59163;59163_0102;2018;C104;1;X;0;1;X;0;PR;2
32;59;59163;59163_0104;2018;C104;1;X;0;0;X;0;PU;1
32;59;59163;59163_0204;2018;C104;1;X;0;1;X;0;PU;1
32;59;59163;59163_0301;2018;C104;1;X;0;0;X;0;PU;1
32;59;59163;59163_0104;2018;C201;1;0;X;X;X;0;PU;1
32;59;59163;59163_0302;2018;C201;;;X;X;X;0;PR;1
32;59;59163;59163_0302;2018;C609;X;X;X;X;X;X;PR;1
32;59;59165;59165_0101;2018;C101;1;X;0;X;X;0;PU;1
32;59;59165;59165_0102;2018;C101;1;X;0;X;X;0;PU;2
32;59;59165;59165_0101;2018;C104;1;X;0;0;X;0;PU;1
32;59;59165;59165_0102;2018;C104;1;X;0;0;X;0;PU;1
32;59;59166;59166;2018;C104;0;X;0;1;X;0;PU;1
32;59;59168;59168;2018;C101;1;X;0;X;X;0;PU;1
32;59;59168;59168;2018;C104;1;X;0;0;X;0;PU;1
32;59;59168;59168;2018;C104;1;X;0;1;X;0;PR;1
32;59;59168;59168;2018;C201;1;0;X;X;X;0;PR;1
32;59;59168;59168;2018;C201;1;0;X;X;X;0;PU;1
32;59;59170;59170_0101;2018;C101;1;X;0;X;X;1;PU;1
32;59;59170;59170_0102;2018;C101;1;X;0;X;X;1;PU;1
32;59;59170;59170_0102;2018;C104;0;X;0;0;X;1;PU;1
32;59;59170;59170_0101;2018;C201;1;0;X;X;X;1;PU;1
32;59;59170;59170_0101;2018;C402;X;X;X;X;X;X;PR;1
32;59;59172;59172_0101;2018;C101;1;X;0;X;X;1;PU;2
32;59;59172;59172_0102;2018;C101;1;X;0;X;X;1;PU;1
32;59;59172;59172_0103;2018;C101;1;X;0;X;X;1;PU;1
32;59;59172;59172_0104;2018;C101;0;X;0;X;X;1;PU;1
32;59;59172;59172_0105;2018;C101;1;X;0;X;X;1;PU;1
32;59;59172;59172_0106;2018;C101;1;X;0;X;X;1;PU;2
32;59;59172;59172_0101;2018;C104;1;X;0;0;X;1;PU;1
32;59;59172;59172_0102;2018;C104;1;X;0;1;X;1;PU;1
32;59;59172;59172_0104;2018;C104;1;X;0;0;X;1;PU;2
32;59;59172;59172_0105;2018;C104;1;X;0;0;X;1;PU;1
32;59;59172;59172_0106;2018;C104;1;X;0;0;X;1;PU;1
32;59;59172;59172_0106;2018;C104;1;X;0;1;X;0;PR;1
32;59;59172;59172_0102;2018;C201;1;0;X;X;X;1;PU;1
32;59;59172;59172_0104;2018;C201;1;0;X;X;X;1;PU;1
32;59;59172;59172_0105;2018;C201;1;0;X;X;X;1;PU;1
32;59;59172;59172_0106;2018;C201;1;0;X;X;X;0;PR;1
32;59;59172;59172_0105;2018;C301;1;1;X;X;0;0;PU;2
32;59;59172;59172_0105;2018;C302;1;0;X;X;0;0;PU;1
32;59;59172;59172_0105;2018;C302;1;1;X;X;0;0;PU;1
32;59;59172;59172_0106;2018;C302;1;0;X;X;0;0;PR;1
32;59;59173;59173;2018;C104;0;X;0;1;X;0;PU;1
32;59;59173;59173;2018;C104;1;X;0;1;X;0;PR;1
32;59;59174;59174;2018;C105;0;X;X;0;X;0;PU;1
32;59;59175;59175;2018;C102;0;X;X;X;X;0;PU;1
32;59;59176;59176;2018;C105;0;X;X;0;X;0;PU;1
32;59;59177;59177;2018;C104;0;X;0;1;X;0;PU;1
32;59;59178;59178_0101;2018;C101;1;X;0;X;X;1;PU;1
32;59;59178;59178_0103;2018;C101;0;X;0;X;X;0;PU;1
32;59;59178;59178_0104;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0105;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0107;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0108;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0110;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0111;2018;C101;1;X;0;X;X;1;PU;1
32;59;59178;59178_0112;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0113;2018;C101;0;X;0;X;X;0;PU;1
32;59;59178;59178_0114;2018;C101;1;X;0;X;X;1;PU;2
32;59;59178;59178_0117;2018;C101;0;X;0;X;X;0;PU;1
32;59;59178;59178_0117;2018;C101;1;X;0;X;X;0;PU;1
32;59;59178;59178_0101;2018;C104;0;X;0;1;X;1;PU;1
32;59;59178;59178_0103;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0103;2018;C104;1;X;0;1;X;0;PR;1
32;59;59178;59178_0105;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0105;2018;C104;1;X;0;1;X;0;PR;1
32;59;59178;59178_0105;2018;C104;1;X;0;1;X;0;PU;1
32;59;59178;59178_0107;2018;C104;0;X;0;0;X;0;PU;1
32;59;59178;59178_0107;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0108;2018;C104;0;X;0;0;X;0;PU;1
32;59;59178;59178_0110;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0111;2018;C104;1;X;0;0;X;1;PU;1
32;59;59178;59178_0112;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0113;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0114;2018;C104;1;X;0;0;X;1;PU;2
32;59;59178;59178_0114;2018;C104;1;X;0;1;X;0;PR;1
32;59;59178;59178_0117;2018;C104;1;X;0;0;X;0;PU;1
32;59;59178;59178_0101;2018;C201;1;0;X;X;X;1;PU;1
32;59;59178;59178_0103;2018;C201;1;0;X;X;X;0;PR;2
32;59;59178;59178_0103;2018;C201;1;0;X;X;X;0;PU;1
32;59;59178;59178_0105;2018;C201;1;0;X;X;X;0;PU;1
32;59;59178;59178_0111;2018;C201;1;0;X;X;X;0;PU;1
32;59;59178;59178_0112;2018;C201;1;1;X;X;X;1;PU;1
32;59;59178;59178_0103;2018;C301;1;0;X;X;0;0;PR;1
32;59;59178;59178_0103;2018;C301;1;1;X;X;1;0;PR;1
32;59;59178;59178_0103;2018;C301;1;1;X;X;1;0;PU;1
32;59;59178;59178_0107;2018;C301;0;1;X;X;0;1;PU;1
32;59;59178;59178_0109;2018;C301;1;1;X;X;0;0;PU;1
32;59;59178;59178_0110;2018;C301;1;0;X;X;0;0;PU;1
32;59;59178;59178_0110;2018;C302;1;0;X;X;0;0;PU;2
32;59;59178;59178_0112;2018;C303;X;1;X;X;0;X;PU;1
32;59;59178;59178_0103;2018;C403;X;X;X;X;X;X;PR;1
32;59;59178;59178_0107;2018;C501;X;X;X;X;X;X;PU;1
32;59;59178;59178_0107;2018;C502;X;X;X;X;X;X;PU;1
32;59;59178;59178_0110;2018;C503;X;X;X;X;X;X;PU;1
32;59;59178;59178_0110;2018;C601;X;X;X;X;X;X;PU;2
32;59;59178;59178_0113;2018;C601;X;X;X;X;X;X;PR;1
32;59;59178;59178_0110;2018;C602;X;X;X;X;X;X;PU;1
32;59;59178;59178_0112;2018;C603;X;X;X;X;X;X;PU;1
32;59;59178;59178_0112;2018;C605;X;;X;X;X;X;PU;1
32;59;59178;59178_0109;2018;C702;X;X;X;X;X;X;PU;1
32;59;59179;59179_0101;2018;C101;1;X;0;X;X;1;PU;2
32;59;59179;59179_0102;2018;C101;1;X;0;X;X;1;PU;1
32;59;59179;59179_0103;2018;C101;1;X;0;X;X;1;PU;1
32;59;59179;59179_0104;2018;C101;1;X;0;X;X;1;PU;1
32;59;59179;59179_0101;2018;C104;0;X;0;0;X;1;PU;1
32;59;59179;59179_0102;2018;C104;1;X;0;0;X;1;PU;1
32;59;59179;59179_0103;2018;C104;1;X;0;0;X;1;PU;2
32;59;59179;59179_0101;2018;C201;1;0;X;X;X;1;PU;1
32;59;59180;59180;2018;C104;1;X;0;1;X;0;PR;1
32;59;59180;59180;2018;C104;1;X;0;1;X;0;PU;1
32;59;59181;59181;2018;C104;0;X;0;1;X;0;PU;1
32;59;59182;59182;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_0201;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_0201;2018;C101;1;X;0;X;X;0;PU;2
32;59;59183;59183_0301;2018;C101;0;X;0;X;X;1;PU;1
32;59;59183;59183_0501;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_0502;2018;C101;1;X;0;X;X;0;PU;1
32;59;59183;59183_0503;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_0601;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_0601;2018;C101;1;X;0;X;X;0;PU;1
32;59;59183;59183_0801;2018;C101;0;X;0;X;X;1;PU;1
32;59;59183;59183_0802;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_0901;2018;C101;1;X;0;X;X;0;PU;1
32;59;59183;59183_0902;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_1001;2018;C101;1;X;0;X;X;1;PU;1
32;59;59183;59183_1101;2018;C101;0;X;0;X;X;1;PU;1
32;59;59183;59183_1102;2018;C101;0;X;0;X;X;1;PU;2
32;59;59183;59183_1201;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_1202;2018;C101;1;X;0;X;X;0;PU;1
32;59;59183;59183_1302;2018;C101;1;X;0;X;X;0;PU;1
32;59;59183;59183_1503;2018;C101;0;X;0;X;X;1;PU;1
32;59;59183;59183_1701;2018;C101;0;X;0;X;X;1;PU;2
32;59;59183;59183_1802;2018;C101;1;X;0;X;X;1;PU;1
32;59;59183;59183_1902;2018;C101;0;X;0;X;X;0;PU;1
32;59;59183;59183_1902;2018;C101;0;X;0;X;X;1;PU;1
32;59;59183;59183_2002;2018;C101;0;X;0;X;X;1;PU;1
32;59;59183;59183_0201;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_0202;2018;C104;1;X;0;1;X;0;PR;1
32;59;59183;59183_0203;2018;C104;1;X;0;1;X;0;PU;1
32;59;59183;59183_0301;2018;C104;0;X;0;0;X;1;PU;1
32;59;59183;59183_0401;2018;C104;1;X;0;1;X;0;PR;1
32;59;59183;59183_0501;2018;C104;1;X;0;1;X;0;PR;1
32;59;59183;59183_0502;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_0601;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_0701;2018;C104;0;X;0;1;X;0;PR;1
32;59;59183;59183_0701;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_0702;2018;C104;1;X;0;1;X;0;PU;1
32;59;59183;59183_0901;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_1001;2018;C104;1;X;0;1;X;1;PU;1
32;59;59183;59183_1002;2018;C104;1;X;0;1;X;1;PU;1
32;59;59183;59183_1101;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_1201;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_1202;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_1301;2018;C104;1;X;0;1;X;0;PR;1
32;59;59183;59183_1302;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_1303;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_1503;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_1602;2018;C104;0;X;0;0;X;1;PU;1
32;59;59183;59183_1701;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_1802;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_1902;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_1902;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_2001;2018;C104;0;X;0;0;X;1;PU;1
32;59;59183;59183_2001;2018;C104;1;X;0;0;X;1;PU;1
32;59;59183;59183_2001;2018;C104;1;X;0;1;X;0;PR;1
32;59;59183;59183_2002;2018;C104;1;X;0;0;X;0;PU;1
32;59;59183;59183_2002;2018;C104;1;X;0;1;X;0;PR;1
32;59;59183;59183_2002;2018;C104;1;X;0;1;X;1;PU;2
32;59;59183;59183_0202;2018;C201;1;0;X;X;X;0;PU;1
32;59;59183;59183_0203;2018;C201;1;0;X;X;X;0;PR;1
32;59;59183;59183_0203;2018;C201;1;0;X;X;X;0;PU;2
32;59;59183;59183_0401;2018;C201;1;0;X;X;X;0;PR;1
32;59;59183;59183_0801;2018;C201;1;0;X;X;X;0;PU;1
32;59;59183;59183_1001;2018;C201;;;X;X;X;0;PR;1
32;59;59183;59183_1101;2018;C201;1;0;X;X;X;1;PU;1
32;59;59183;59183_1201;2018;C201;1;0;X;X;X;0;PU;1
32;59;59183;59183_1502;2018;C201;0;0;X;X;X;1;PU;1
32;59;59183;59183_1902;2018;C201;1;0;X;X;X;1;PU;1
32;59;59183;59183_2001;2018;C201;1;0;X;X;X;0;PR;1
32;59;59183;59183_0203;2018;C301;1;0;X;X;0;0;PR;1
32;59;59183;59183_0203;2018;C301;1;1;X;X;1;0;PU;1
32;59;59183;59183_1001;2018;C301;1;0;X;X;0;0;PR;1
32;59;59183;59183_1002;2018;C301;1;0;X;X;0;0;PR;1
32;59;59183;59183_1202;2018;C301;1;1;X;X;1;0;PU;1
32;59;59183;59183_1701;2018;C301;1;0;X;X;0;0;PU;1
32;59;59183;59183_0201;2018;C302;1;1;X;X;0;0;PU;1
32;59;59183;59183_1001;2018;C302;1;0;X;X;0;0;PR;1
32;59;59183;59183_1201;2018;C302;1;1;X;X;0;0;PU;1
32;59;59183;59183_1801;2018;C302;0;0;X;X;0;0;PR;2
32;59;59183;59183_2001;2018;C302;1;0;X;X;0;0;PU;1
32;59;59183;59183_0803;2018;C303;X;1;X;X;0;X;PU;1
32;59;59183;59183_0601;2018;C402;X;X;X;X;X;X;PR;1
32;59;59183;59183_0901;2018;C402;X;X;X;X;X;X;PU;1
32;59;59183;59183_0901;2018;C409;X;X;X;X;X;X;PU;1
32;59;59183;59183_0201;2018;C502;X;X;X;X;X;X;PU;1
32;59;59183;59183_0201;2018;C509;X;X;X;X;X;X;PU;3
32;59;59183;59183_0201;2018;C601;X;X;X;X;X;X;PR;3
32;59;59183;59183_0201;2018;C601;X;X;X;X;X;X;PU;1
32;59;59183;59183_0202;2018;C601;X;X;X;X;X;X;PR;1
32;59;59183;59183_0203;2018;C601;X;X;X;X;X;X;PU;1
32;59;59183;59183_0603;2018;C601;X;X;X;X;X;X;PR;1
32;59;59183;59183_1001;2018;C601;X;X;X;X;X;X;PR;1
32;59;59183;59183_1202;2018;C601;X;X;X;X;X;X;PU;1
32;59;59183;59183_1303;2018;C601;X;X;X;X;X;X;PR;1
32;59;59183;59183_2001;2018;C601;X;X;X;X;X;X;PU;1
32;59;59183;59183_0803;2018;C605;X;0;X;X;X;X;PU;1
32;59;59183;59183_0202;2018;C609;X;X;X;X;X;X;PU;1
32;59;59183;59183_2002;2018;C609;X;X;X;X;X;X;PR;1
32;59;59183;59183_1803;2018;C701;X;X;X;X;X;X;PU;1
32;59;59183;59183_0201;2018;C702;X;X;X;X;X;X;PU;1
32;59;59184;59184;2018;C104;1;X;0;1;X;0;PU;1
32;59;59185;59185;2018;C104;0;X;0;1;X;0;PU;1
32;59;59185;59185;2018;C104;0;X;0;1;X;1;PU;1
32;59;59187;59187;2018;C104;0;X;0;0;X;0;PU;1
32;59;59189;59189;2018;C104;0;X;0;1;X;0;PU;1
32;59;59190;59190;2018;C105;1;X;X;0;X;0;PU;1
32;59;59191;59191;2018;C104;0;X;0;1;X;0;PU;1
32;59;59192;59192;2018;C104;0;X;0;1;X;0;PU;1
32;59;59193;59193;2018;C101;1;X;0;X;X;0;PU;1
32;59;59193;59193;2018;C104;1;X;0;0;X;0;PU;1
32;59;59194;59194;2018;C104;1;X;0;1;X;0;PU;1
32;59;59195;59195;2018;C104;1;X;0;1;X;0;PU;1
32;59;59196;59196;2018;C104;1;X;0;1;X;0;PU;1
32;59;59197;59197;2018;C104;1;X;0;1;X;0;PU;1
32;59;59198;59198;2018;C104;0;X;0;0;X;0;PU;1
32;59;59199;59199;2018;C104;0;X;0;1;X;0;PU;1
32;59;59200;59200;2018;C104;1;X;0;1;X;0;PU;1
32;59;59201;59201;2018;C104;1;X;0;1;X;0;PU;1
32;59;59202;59202;2018;C101;1;X;0;X;X;0;PU;1
32;59;59202;59202;2018;C104;1;X;0;0;X;0;PU;1
32;59;59202;59202;2018;C104;1;X;0;1;X;0;PR;1
32;59;59203;59203;2018;C104;1;X;0;1;X;0;PU;1
32;59;59204;59204;2018;C104;0;X;0;1;X;0;PU;1
32;59;59205;59205_0101;2018;C101;1;X;0;X;X;1;PU;2
32;59;59205;59205_0102;2018;C101;1;X;0;X;X;1;PU;1
32;59;59205;59205_0101;2018;C104;0;X;0;0;X;1;PU;1
32;59;59205;59205_0101;2018;C104;1;X;0;0;X;1;PU;2
32;59;59205;59205_0101;2018;C104;1;X;0;1;X;1;PU;1
32;59;59205;59205_0102;2018;C104;1;X;0;0;X;1;PU;1
32;59;59205;59205_0103;2018;C104;0;X;0;1;X;1;PU;1
32;59;59205;59205_0102;2018;C201;1;0;X;X;X;1;PU;1
32;59;59206;59206;2018;C101;1;X;0;X;X;0;PU;2
32;59;59206;59206;2018;C104;1;X;0;0;X;0;PU;2
32;59;59207;59207;2018;C101;0;X;0;X;X;1;PU;2
32;59;59207;59207;2018;C104;0;X;0;0;X;1;PU;1
32;59;59207;59207;2018;C104;1;X;0;0;X;1;PU;1
32;59;59207;59207;2018;C201;1;0;X;X;X;1;PU;1
32;59;59209;59209;2018;C104;0;X;0;1;X;0;PU;1
32;59;59210;59210;2018;C104;1;X;0;1;X;0;PR;1
32;59;59210;59210;2018;C104;1;X;0;1;X;0;PU;1
32;59;59211;59211;2018;C104;0;X;0;1;X;0;PU;1
32;59;59212;59212_0101;2018;C101;1;X;0;X;X;0;PU;1
32;59;59212;59212_0101;2018;C104;1;X;0;1;X;0;PR;1
32;59;59212;59212_0102;2018;C104;1;X;0;0;X;0;PU;1
32;59;59212;59212_0102;2018;C201;1;0;X;X;X;0;PU;1
32;59;59212;59212_0102;2018;C201;1;1;X;X;X;0;PR;1
32;59;59212;59212_0102;2018;C301;;;X;X;0;0;PU;1
32;59;59212;59212_0102;2018;C303;X;1;X;X;0;X;PR;1
32;59;59213;59213;2018;C104;0;X;0;1;X;0;PU;1
32;59;59214;59214;2018;C104;0;X;0;1;X;0;PU;1
32;59;59215;59215;2018;C104;1;X;0;1;X;0;PU;1
32;59;59216;59216;2018;C105;0;X;X;0;X;0;PU;1
32;59;59218;59218;2018;C104;1;X;0;1;X;0;PR;1
32;59;59218;59218;2018;C104;1;X;0;1;X;0;PU;1
32;59;59219;59219;2018;C104;1;X;0;1;X;0;PU;1
32;59;59220;59220_0101;2018;C101;1;X;0;X;X;0;PU;1
32;59;59220;59220_0103;2018;C101;1;X;0;X;X;0;PU;1
32;59;59220;59220_0203;2018;C101;1;X;0;X;X;0;PU;1
32;59;59220;59220_0204;2018;C101;1;X;0;X;X;0;PU;1
32;59;59220;59220_0205;2018;C101;1;X;0;X;X;0;PU;1
32;59;59220;59220_0000;2018;C104;1;X;0;0;X;0;PU;1
32;59;59220;59220_0101;2018;C104;1;X;0;0;X;0;PU;1
32;59;59220;59220_0102;2018;C104;1;X;0;1;X;0;PU;1
32;59;59220;59220_0103;2018;C104;1;X;0;0;X;0;PU;1
32;59;59220;59220_0203;2018;C104;1;X;0;0;X;0;PU;1
32;59;59220;59220_0203;2018;C104;1;X;0;1;X;0;PR;1
32;59;59220;59220_0204;2018;C104;1;X;0;0;X;0;PU;1
32;59;59220;59220_0101;2018;C201;1;0;X;X;X;0;PU;1
32;59;59220;59220_0204;2018;C201;1;0;X;X;X;0;PU;1
32;59;59221;59221;2018;C104;0;X;0;1;X;0;PU;1
32;59;59221;59221;2018;C301;;;X;X;0;0;PR;1
32;59;59221;59221;2018;C601;X;X;X;X;X;X;PU;1
32;59;59221;59221;2018;C701;X;X;X;X;X;X;PU;1
32;59;59222;59222;2018;C104;1;X;0;1;X;0;PU;1
32;59;59223;59223;2018;C104;1;X;0;1;X;0;PU;1
32;59;59224;59224;2018;C101;1;X;0;X;X;0;PU;1
32;59;59224;59224;2018;C104;1;X;0;0;X;0;PU;1
32;59;59225;59225_0101;2018;C101;0;X;0;X;X;1;PU;2
32;59;59225;59225_0102;2018;C101;0;X;0;X;X;1;PU;1
32;59;59225;59225_0103;2018;C101;1;X;0;X;X;1;PU;1
32;59;59225;59225_0101;2018;C104;0;X;0;0;X;1;PU;1
32;59;59225;59225_0102;2018;C104;1;X;0;0;X;1;PU;1
32;59;59225;59225_0103;2018;C104;0;X;0;0;X;1;PU;1
32;59;59225;59225_0102;2018;C201;1;0;X;X;X;1;PU;1
32;59;59226;59226;2018;C104;0;X;0;1;X;0;PU;1
32;59;59227;59227_0102;2018;C101;0;X;0;X;X;1;PU;1
32;59;59227;59227_0101;2018;C104;0;X;0;1;X;1;PU;1
32;59;59227;59227_0102;2018;C104;0;X;0;0;X;1;PU;1
32;59;59227;59227_0102;2018;C104;1;X;0;1;X;0;PU;1
32;59;59228;59228;2018;C104;0;X;0;1;X;0;PU;1
32;59;59229;59229;2018;C104;1;X;0;1;X;0;PU;1
32;59;59230;59230_0102;2018;C101;1;X;0;X;X;0;PU;1
32;59;59230;59230_0103;2018;C101;1;X;0;X;X;0;PU;1
32;59;59230;59230_0101;2018;C104;1;X;0;1;X;0;PR;1
32;59;59230;59230_0101;2018;C104;1;X;0;1;X;0;PU;1
32;59;59230;59230_0102;2018;C104;0;X;0;0;X;0;PU;1
32;59;59230;59230_0102;2018;C201;1;0;X;X;X;0;PU;1
32;59;59231;59231;2018;C104;0;X;0;1;X;0;PU;1
32;59;59233;59233;2018;C104;0;X;0;0;X;0;PU;1
32;59;59234;59234_0102;2018;C101;1;X;0;X;X;0;PU;1
32;59;59234;59234_0101;2018;C104;1;X;0;1;X;1;PU;1
32;59;59234;59234_0102;2018;C104;1;X;0;0;X;0;PU;1
32;59;59236;59236;2018;C102;0;X;X;X;X;0;PU;1
32;59;59237;59237;2018;C104;0;X;0;1;X;0;PU;1
32;59;59238;59238;2018;C104;0;X;0;1;X;0;PU;1
32;59;59239;59239_0102;2018;C101;1;X;0;X;X;0;PU;1
32;59;59239;59239_0101;2018;C104;1;X;0;1;X;0;PU;1
32;59;59239;59239_0102;2018;C104;1;X;0;0;X;0;PU;1
32;59;59239;59239_0102;2018;C104;1;X;0;1;X;0;PR;1
32;59;59239;59239_0101;2018;C201;1;0;X;X;X;0;PU;1
32;59;59241;59241;2018;C104;1;X;0;1;X;0;PU;1
32;59;59242;59242;2018;C104;0;X;0;1;X;0;PU;1
32;59;59243;59243;2018;C104;1;X;0;1;X;0;PU;1
32;59;59244;59244;2018;C104;1;X;0;1;X;0;PU;1
32;59;59246;59246;2018;C104;0;X;0;0;X;0;PU;1
32;59;59247;59247;2018;C104;1;X;0;1;X;0;PR;1
32;59;59247;59247;2018;C104;1;X;0;1;X;0;PU;1
32;59;59249;59249_0101;2018;C101;1;X;0;X;X;1;PU;1
32;59;59249;59249_0102;2018;C101;1;X;0;X;X;1;PU;1
32;59;59249;59249_0103;2018;C101;1;X;0;X;X;1;PU;1
32;59;59249;59249_0104;2018;C101;1;X;0;X;X;0;PU;2
32;59;59249;59249_0106;2018;C101;1;X;0;X;X;1;PU;1
32;59;59249;59249_0102;2018;C104;1;X;0;0;X;1;PU;3
32;59;59249;59249_0103;2018;C104;1;X;0;0;X;1;PU;2
32;59;59249;59249_0104;2018;C104;1;X;0;0;X;0;PU;1
32;59;59249;59249_0105;2018;C104;1;X;0;0;X;0;PU;1
32;59;59249;59249_0105;2018;C104;1;X;0;1;X;0;PR;1
32;59;59249;59249_0102;2018;C201;1;0;X;X;X;1;PU;1
32;59;59249;59249_0105;2018;C201;1;0;X;X;X;0;PU;1
32;59;59249;59249_0105;2018;C201;1;1;X;X;X;0;PR;1
32;59;59249;59249_0106;2018;C201;1;0;X;X;X;1;PU;1
32;59;59249;59249_0105;2018;C301;1;1;X;X;0;0;PR;1
32;59;59249;59249_0105;2018;C301;1;1;X;X;0;0;PU;1
32;59;59249;59249_0105;2018;C601;X;X;X;X;X;X;PU;1
